spmm,1024,1024,1024,0.001000,8,0,1.736,1.209,1025,32,64,64,64,1
spmm,1024,1024,1024,0.001000,8,1,0.651,3.223,1025,32,64,64,64,1
spmm,1024,1024,1024,0.001000,8,2,0.423,4.959,1025,32,64,64,64,1
spmm,1024,1024,1024,0.001000,8,3,0.406,5.168,1025,32,64,64,64,1
spmm,1024,1024,1024,0.001000,8,4,0.400,5.248,1025,32,64,64,64,1
spmm,1024,1024,1024,0.002000,8,0,2.207,1.908,2056,32,64,64,64,1
spmm,1024,1024,1024,0.002000,8,1,1.789,2.354,2056,32,64,64,64,1
spmm,1024,1024,1024,0.002000,8,2,4.325,0.974,2056,32,64,64,64,1
spmm,1024,1024,1024,0.002000,8,3,4.390,0.959,2056,32,64,64,64,1
spmm,1024,1024,1024,0.002000,8,4,1.060,3.972,2056,32,64,64,64,1
spmm,1024,1024,1024,0.005000,8,0,4.066,2.617,5195,32,64,64,64,1
spmm,1024,1024,1024,0.005000,8,1,6.973,1.526,5195,32,64,64,64,1
spmm,1024,1024,1024,0.005000,8,2,2.633,4.040,5195,32,64,64,64,1
spmm,1024,1024,1024,0.005000,8,3,4.490,2.369,5195,32,64,64,64,1
spmm,1024,1024,1024,0.005000,8,4,6.459,1.647,5195,32,64,64,64,1
spmm,1024,1024,1024,0.010000,8,0,8.938,2.407,10506,32,64,64,64,1
spmm,1024,1024,1024,0.010000,8,1,10.276,2.094,10506,32,64,64,64,1
spmm,1024,1024,1024,0.010000,8,2,10.855,1.982,10506,32,64,64,64,1
spmm,1024,1024,1024,0.010000,8,3,10.521,2.045,10506,32,64,64,64,1
spmm,1024,1024,1024,0.010000,8,4,9.902,2.173,10506,32,64,64,64,1
spmm,1024,1024,1024,0.020000,8,0,4.483,9.577,20965,32,64,64,64,1
spmm,1024,1024,1024,0.020000,8,1,11.784,3.644,20965,32,64,64,64,1
spmm,1024,1024,1024,0.020000,8,2,11.678,3.677,20965,32,64,64,64,1
spmm,1024,1024,1024,0.020000,8,3,11.820,3.632,20965,32,64,64,64,1
spmm,1024,1024,1024,0.020000,8,4,11.792,3.641,20965,32,64,64,64,1
spmm,1024,1024,1024,0.050000,8,0,24.536,4.370,52360,32,64,64,64,1
spmm,1024,1024,1024,0.050000,8,1,23.354,4.592,52360,32,64,64,64,1
spmm,1024,1024,1024,0.050000,8,2,23.319,4.598,52360,32,64,64,64,1
spmm,1024,1024,1024,0.050000,8,3,23.243,4.614,52360,32,64,64,64,1
spmm,1024,1024,1024,0.050000,8,4,23.307,4.601,52360,32,64,64,64,1
spmm,1024,1024,1024,0.100000,8,0,38.633,5.570,105071,32,64,64,64,1
spmm,1024,1024,1024,0.100000,8,1,37.812,5.691,105071,32,64,64,64,1
spmm,1024,1024,1024,0.100000,8,2,37.571,5.727,105071,32,64,64,64,1
spmm,1024,1024,1024,0.100000,8,3,37.392,5.755,105071,32,64,64,64,1
spmm,1024,1024,1024,0.100000,8,4,37.565,5.728,105071,32,64,64,64,1
spmm,1024,1024,1024,0.200000,8,0,99.526,4.329,210394,32,64,64,64,1
spmm,1024,1024,1024,0.200000,8,1,81.868,5.263,210394,32,64,64,64,1
spmm,1024,1024,1024,0.200000,8,2,73.572,5.857,210394,32,64,64,64,1
spmm,1024,1024,1024,0.200000,8,3,91.042,4.733,210394,32,64,64,64,1
spmm,1024,1024,1024,0.200000,8,4,88.877,4.848,210394,32,64,64,64,1
spmm,1024,1024,1024,0.500000,8,0,221.954,4.838,524310,32,64,64,64,1
spmm,1024,1024,1024,0.500000,8,1,220.260,4.875,524310,32,64,64,64,1
spmm,1024,1024,1024,0.500000,8,2,173.131,6.202,524310,32,64,64,64,1
spmm,1024,1024,1024,0.500000,8,3,86.546,12.407,524310,32,64,64,64,1
spmm,1024,1024,1024,0.500000,8,4,87.245,12.308,524310,32,64,64,64,1
