variant,workload,nkeys,threads,seconds,seed,ops,total_finds,total_inserts,total_misses,ops_per_s,cycles,LLC-load-misses,LLC-store-misses,cycles_per_op
striped,lookup,10000,8,2,5,106801022,106801022,0,0,53370300.0,,,,
striped,mixed,1000000,16,2,1,41270114,28885251,12384863,0,20623500.0,,,,
striped,mixed,1000000,16,2,2,40350378,28243833,12106545,0,20162000.0,,,,
striped,mixed,1000000,16,2,3,41383316,28967127,12416189,0,20679900.0,,,,
striped,mixed,1000000,16,2,4,41105681,28770415,12335266,0,20541600.0,,,,
striped,mixed,1000000,16,2,5,41325091,28935349,12389742,0,20643600.0,,,,
striped,mixed,1000000,1,2,1,11328809,7931304,3397505,0,5663270.0,,,,
striped,mixed,1000000,1,2,2,12541543,8775859,3765684,0,6269630.0,,,,
striped,mixed,1000000,1,2,3,12527612,8768723,3758889,0,6262860.0,,,,
striped,mixed,1000000,1,2,4,12363619,8655351,3708268,0,6180700.0,,,,
striped,mixed,1000000,1,2,5,12350575,8643170,3707405,0,6174270.0,,,,
striped,mixed,1000000,2,2,1,22825852,15978024,6847828,0,11410900.0,,,,
striped,mixed,1000000,2,2,2,19171417,13420877,5750540,0,9584700.0,,,,
striped,mixed,1000000,2,2,3,20863465,14603789,6259676,0,10429700.0,,,,
striped,mixed,1000000,2,2,4,21742513,15219134,6523379,0,10869000.0,,,,
striped,mixed,1000000,2,2,5,21057998,14739281,6318717,0,10527500.0,,,,
striped,mixed,1000000,4,2,1,33065324,23148021,9917303,0,16528400.0,,,,
striped,mixed,1000000,4,2,2,32397293,22675988,9721305,0,16195200.0,,,,
striped,mixed,1000000,4,2,3,32305643,22609704,9695939,0,16146800.0,,,,
striped,mixed,1000000,4,2,4,32924498,23047133,9877365,0,16458400.0,,,,
striped,mixed,1000000,4,2,5,32955532,23069356,9886176,0,16474500.0,,,,
striped,mixed,1000000,8,2,1,43134357,30195357,12939000,0,21560000.0,,,,
striped,mixed,1000000,8,2,2,42659445,29861642,12797803,0,21324600.0,,,,
striped,mixed,1000000,8,2,3,42130830,29491088,12639742,0,21058500.0,,,,
striped,mixed,1000000,8,2,4,38559403,26993547,11565856,0,19269300.0,,,,
striped,mixed,1000000,8,2,5,40509640,28360885,12148755,0,20246500.0,,,,
striped,mixed,100000,16,2,1,89991104,62991623,26999481,0,44966000.0,,,,
striped,mixed,100000,16,2,2,75849760,53093062,22756698,0,37902100.0,,,,
striped,mixed,100000,16,2,3,75894506,53124979,22769527,0,37924900.0,,,,
striped,mixed,100000,16,2,4,76415256,53486415,22928841,0,38175700.0,,,,
striped,mixed,100000,16,2,5,77216625,54056848,23159777,0,38585000.0,,,,
striped,mixed,100000,1,2,1,33546038,23480677,10065361,0,16770900.0,,,,
striped,mixed,100000,1,2,2,39373180,27560021,11813159,0,19684300.0,,,,
striped,mixed,100000,1,2,3,39020075,27316241,11703834,0,19507200.0,,,,
striped,mixed,100000,1,2,4,38230559,26760139,11470420,0,19113400.0,,,,
striped,mixed,100000,1,2,5,38256640,26775898,11480742,0,19125400.0,,,,
striped,mixed,100000,2,2,1,67742486,47415865,20326621,0,33866200.0,,,,
striped,mixed,100000,2,2,2,65636693,45947795,19688898,0,32812700.0,,,,
striped,mixed,100000,2,2,3,65738482,46018028,19720454,0,32865900.0,,,,
striped,mixed,100000,2,2,4,65049621,45532007,19517614,0,32521900.0,,,,
striped,mixed,100000,2,2,5,63644192,44545031,19099161,0,31818400.0,,,,
striped,mixed,100000,4,2,1,99695809,69786677,29909132,0,49841500.0,,,,
striped,mixed,100000,4,2,2,94304940,66007953,28296987,0,47145400.0,,,,
striped,mixed,100000,4,2,3,89826406,62872193,26954213,0,44905700.0,,,,
striped,mixed,100000,4,2,4,90426005,63296734,27129271,0,45203600.0,,,,
striped,mixed,100000,4,2,5,91013766,63713245,27300521,0,45498800.0,,,,
striped,mixed,100000,8,2,1,84104464,58872833,25231631,0,42038300.0,,,,
striped,mixed,100000,8,2,2,79645346,55748711,23896635,0,39809100.0,,,,
striped,mixed,100000,8,2,3,81909123,57332360,24576763,0,40935600.0,,,,
striped,mixed,100000,8,2,4,81712867,57200127,24512740,0,40844100.0,,,,
striped,mixed,100000,8,2,5,82220726,57554287,24666439,0,41097400.0,,,,
striped,mixed,10000,16,2,1,109093479,76361323,32732156,0,54518800.0,,,,
striped,mixed,10000,16,2,2,92821363,64974155,27847208,0,46387700.0,,,,
striped,mixed,10000,16,2,3,92108537,64475172,27633365,0,46017600.0,,,,
striped,mixed,10000,16,2,4,93890653,65719173,28171480,0,46919600.0,,,,
striped,mixed,10000,16,2,5,94569455,66202148,28367307,0,47255000.0,,,,
striped,mixed,10000,1,2,1,42549248,29783427,12765821,0,21272200.0,,,,
striped,mixed,10000,1,2,2,60309504,42212622,18096882,0,30151800.0,,,,
striped,mixed,10000,1,2,3,60514578,42367359,18147219,0,30253900.0,,,,
striped,mixed,10000,1,2,4,59439340,41603088,17836252,0,29715500.0,,,,
striped,mixed,10000,1,2,5,59617278,41729063,17888215,0,29805700.0,,,,
striped,mixed,10000,2,2,1,81402014,56979567,24422447,0,40696600.0,,,,
striped,mixed,10000,2,2,2,76801667,53764782,23036885,0,38396400.0,,,,
striped,mixed,10000,2,2,3,76884961,53821096,23063865,0,38438700.0,,,,
striped,mixed,10000,2,2,4,76078586,53254487,22824099,0,38032000.0,,,,
striped,mixed,10000,2,2,5,76246951,53367704,22879247,0,38119000.0,,,,
striped,mixed,10000,4,2,1,116183172,81328993,34854179,0,58080000.0,,,,
striped,mixed,10000,4,2,2,114318912,80017261,34301651,0,57150700.0,,,,
striped,mixed,10000,4,2,3,104190008,72928317,31261691,0,52080700.0,,,,
striped,mixed,10000,4,2,4,99332164,69530966,29801198,0,49655200.0,,,,
striped,mixed,10000,4,2,5,101173559,70820781,30352778,0,50575700.0,,,,
striped,mixed,10000,8,2,1,106654411,74659679,31994732,0,53307800.0,,,,
striped,mixed,10000,8,2,2,101636130,71134856,30501274,0,50794900.0,,,,
striped,mixed,10000,8,2,3,102358207,71645121,30713086,0,51164400.0,,,,
striped,mixed,10000,8,2,4,102494836,71747540,30747296,0,51233100.0,,,,
striped,mixed,10000,8,2,5,103189664,72230627,30959037,0,51581800.0,,,,
