filter,dist,workload,load_factor,threads,target_fpr,fail_rate,avg_kicks,stash_hits,avg_probe,cluster_mean,cluster_p99
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009357,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009361,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009365,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009306,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.00931,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009308,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009283,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009312,0.0,,,
cuckoo,uniform,read_mostly,0.8,8,0.01,0.0,0.009298,0.0,,,
quotient,uniform,read_mostly,0.8,8,0.01,,,,1.251656,2.407121,12.0
quotient,uniform,read_mostly,0.8,8,0.01,,,,1.251658,2.407121,12.0
quotient,uniform,read_mostly,0.8,8,0.01,,,,1.251605,2.407121,12.0
bloom,uniform,read_mostly,0.8,12,0.01,,,,,,
bloom,uniform,read_mostly,0.8,12,0.01,,,,,,
bloom,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
xor,uniform,read_mostly,0.8,12,0.01,,,,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009336,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009347,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009359,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009224,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009225,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009236,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.00927,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009267,0.0,,,
cuckoo,uniform,read_mostly,0.8,12,0.01,0.0,0.009264,0.0,,,
quotient,uniform,read_mostly,0.8,12,0.01,,,,1.251703,2.407121,12.0
quotient,uniform,read_mostly,0.8,12,0.01,,,,1.251858,2.407121,12.0
quotient,uniform,read_mostly,0.8,12,0.01,,,,1.251932,2.407121,12.0
bloom,uniform,balanced,0.8,1,0.01,,,,,,
bloom,uniform,balanced,0.8,1,0.01,,,,,,
bloom,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
xor,uniform,balanced,0.8,1,0.01,,,,,,
cuckoo,uniform,balanced,0.8,1,0.01,0.0,0.249484,1110.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,0.0,0.249484,1110.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,0.0,0.249484,1110.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,0.000212,0.248097,99.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,0.000212,0.248097,99.0,,,
cuckoo,uniform,balanced,0.8,1,0.01,0.000212,0.248097,99.0,,,
quotient,uniform,balanced,0.8,1,0.01,,,,1.249501,2.407121,12.0
quotient,uniform,balanced,0.8,1,0.01,,,,1.249501,2.407121,12.0
quotient,uniform,balanced,0.8,1,0.01,,,,1.249501,2.407121,12.0
bloom,uniform,balanced,0.8,2,0.01,,,,,,
bloom,uniform,balanced,0.8,2,0.01,,,,,,
bloom,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
xor,uniform,balanced,0.8,2,0.01,,,,,,
cuckoo,uniform,balanced,0.8,2,0.01,0.0,0.264746,1352.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,0.0,0.265438,1329.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,0.0,0.265259,1363.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,2.9e-05,0.261511,1123.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,3e-05,0.261404,1105.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,2.9e-05,0.26054,1111.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,0.000223,0.254883,115.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,0.000223,0.254912,115.0,,,
cuckoo,uniform,balanced,0.8,2,0.01,0.000223,0.254534,112.0,,,
quotient,uniform,balanced,0.8,2,0.01,,,,1.249486,2.407121,12.0
quotient,uniform,balanced,0.8,2,0.01,,,,1.249493,2.407121,12.0
quotient,uniform,balanced,0.8,2,0.01,,,,1.249495,2.407121,12.0
bloom,uniform,balanced,0.8,4,0.01,,,,,,
bloom,uniform,balanced,0.8,4,0.01,,,,,,
bloom,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
xor,uniform,balanced,0.8,4,0.01,,,,,,
cuckoo,uniform,balanced,0.8,4,0.01,0.0,0.28778,1558.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,0.0,0.287291,1495.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,0.0,0.287517,1407.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,2.4e-05,0.276709,1194.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,2.1e-05,0.277292,1140.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,3.1e-05,0.278677,1120.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,0.000286,0.292989,104.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,0.000276,0.288129,106.0,,,
cuckoo,uniform,balanced,0.8,4,0.01,0.000276,0.29121,103.0,,,
quotient,uniform,balanced,0.8,4,0.01,,,,1.24908,2.407121,12.0
quotient,uniform,balanced,0.8,4,0.01,,,,1.249102,2.407121,12.0
quotient,uniform,balanced,0.8,4,0.01,,,,1.249022,2.407121,12.0
bloom,uniform,balanced,0.8,8,0.01,,,,,,
bloom,uniform,balanced,0.8,8,0.01,,,,,,
bloom,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
xor,uniform,balanced,0.8,8,0.01,,,,,,
cuckoo,uniform,balanced,0.8,8,0.01,0.0,0.287133,1331.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,0.0,0.28875,1440.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,0.0,0.290515,1490.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,5.2e-05,0.287772,1206.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,7.3e-05,0.287901,1233.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,4.4e-05,0.283237,1217.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,0.00029,0.290261,136.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,0.000301,0.293455,135.0,,,
cuckoo,uniform,balanced,0.8,8,0.01,0.000298,0.291554,118.0,,,
quotient,uniform,balanced,0.8,8,0.01,,,,1.248068,2.407121,12.0
quotient,uniform,balanced,0.8,8,0.01,,,,1.248354,2.407121,12.0
quotient,uniform,balanced,0.8,8,0.01,,,,1.248062,2.407121,12.0
bloom,uniform,balanced,0.8,12,0.01,,,,,,
bloom,uniform,balanced,0.8,12,0.01,,,,,,
bloom,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
xor,uniform,balanced,0.8,12,0.01,,,,,,
cuckoo,uniform,balanced,0.8,12,0.01,0.0,0.279459,1493.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,0.0,0.275866,1380.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,0.0,0.280917,1434.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,4.8e-05,0.277235,1244.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,4.8e-05,0.277562,1356.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,3.9e-05,0.278151,1235.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,0.000267,0.274978,101.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,0.000274,0.279867,108.0,,,
cuckoo,uniform,balanced,0.8,12,0.01,0.000269,0.275906,100.0,,,
quotient,uniform,balanced,0.8,12,0.01,,,,1.24854,2.407121,12.0
quotient,uniform,balanced,0.8,12,0.01,,,,1.248761,2.407121,12.0
quotient,uniform,balanced,0.8,12,0.01,,,,1.248772,2.407121,12.0
bloom,sequential,read_mostly,0.8,1,0.01,,,,,,
bloom,sequential,read_mostly,0.8,1,0.01,,,,,,
bloom,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
xor,sequential,read_mostly,0.8,1,0.01,,,,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009245,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009245,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009245,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009086,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009086,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009086,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009586,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009586,0.0,,,
cuckoo,sequential,read_mostly,0.8,1,0.01,0.0,0.009586,0.0,,,
quotient,sequential,read_mostly,0.8,1,0.01,,,,1.251204,2.401797,12.0
quotient,sequential,read_mostly,0.8,1,0.01,,,,1.251204,2.401797,12.0
quotient,sequential,read_mostly,0.8,1,0.01,,,,1.251204,2.401797,12.0
bloom,sequential,read_mostly,0.8,2,0.01,,,,,,
bloom,sequential,read_mostly,0.8,2,0.01,,,,,,
bloom,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
xor,sequential,read_mostly,0.8,2,0.01,,,,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.00939,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.009391,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.00939,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.00926,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.00926,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.00926,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.009596,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.009595,0.0,,,
cuckoo,sequential,read_mostly,0.8,2,0.01,0.0,0.009595,0.0,,,
quotient,sequential,read_mostly,0.8,2,0.01,,,,1.250736,2.401797,12.0
quotient,sequential,read_mostly,0.8,2,0.01,,,,1.250772,2.401797,12.0
quotient,sequential,read_mostly,0.8,2,0.01,,,,1.250781,2.401797,12.0
bloom,sequential,read_mostly,0.8,4,0.01,,,,,,
bloom,sequential,read_mostly,0.8,4,0.01,,,,,,
bloom,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
xor,sequential,read_mostly,0.8,4,0.01,,,,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009483,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009527,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009533,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009189,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009193,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009182,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.00955,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009552,0.0,,,
cuckoo,sequential,read_mostly,0.8,4,0.01,0.0,0.009549,0.0,,,
quotient,sequential,read_mostly,0.8,4,0.01,,,,1.250888,2.401797,12.0
quotient,sequential,read_mostly,0.8,4,0.01,,,,1.250873,2.401797,12.0
quotient,sequential,read_mostly,0.8,4,0.01,,,,1.250798,2.401797,12.0
bloom,sequential,read_mostly,0.8,8,0.01,,,,,,
bloom,sequential,read_mostly,0.8,8,0.01,,,,,,
bloom,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
xor,sequential,read_mostly,0.8,8,0.01,,,,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.009065,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.009072,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.009037,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.009225,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.00922,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.009233,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.009491,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.009495,0.0,,,
cuckoo,sequential,read_mostly,0.8,8,0.01,0.0,0.00949,0.0,,,
quotient,sequential,read_mostly,0.8,8,0.01,,,,1.249956,2.401797,12.0
quotient,sequential,read_mostly,0.8,8,0.01,,,,1.250222,2.401797,12.0
quotient,sequential,read_mostly,0.8,8,0.01,,,,1.250066,2.401797,12.0
bloom,sequential,read_mostly,0.8,12,0.01,,,,,,
bloom,sequential,read_mostly,0.8,12,0.01,,,,,,
bloom,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
xor,sequential,read_mostly,0.8,12,0.01,,,,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009146,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009146,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009172,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009187,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009182,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.00919,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009305,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009319,0.0,,,
cuckoo,sequential,read_mostly,0.8,12,0.01,0.0,0.009313,0.0,,,
quotient,sequential,read_mostly,0.8,12,0.01,,,,1.250634,2.401797,12.0
quotient,sequential,read_mostly,0.8,12,0.01,,,,1.250737,2.401797,12.0
quotient,sequential,read_mostly,0.8,12,0.01,,,,1.250649,2.401797,12.0
bloom,sequential,balanced,0.8,1,0.01,,,,,,
bloom,sequential,balanced,0.8,1,0.01,,,,,,
bloom,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
xor,sequential,balanced,0.8,1,0.01,,,,,,
cuckoo,sequential,balanced,0.8,1,0.01,0.0,0.260558,1319.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,0.0,0.260558,1319.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,0.0,0.260558,1319.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,0.000217,0.250771,69.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,0.000217,0.250771,69.0,,,
cuckoo,sequential,balanced,0.8,1,0.01,0.000217,0.250771,69.0,,,
quotient,sequential,balanced,0.8,1,0.01,,,,1.24758,2.401797,12.0
quotient,sequential,balanced,0.8,1,0.01,,,,1.24758,2.401797,12.0
quotient,sequential,balanced,0.8,1,0.01,,,,1.24758,2.401797,12.0
bloom,sequential,balanced,0.8,2,0.01,,,,,,
bloom,sequential,balanced,0.8,2,0.01,,,,,,
bloom,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
xor,sequential,balanced,0.8,2,0.01,,,,,,
cuckoo,sequential,balanced,0.8,2,0.01,0.0,0.275392,1429.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,0.0,0.274966,1481.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,0.0,0.275785,1482.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,1.9e-05,0.262983,1051.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,1.5e-05,0.261861,1040.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,2e-05,0.261763,1059.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,0.000224,0.263016,110.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,0.000223,0.262136,103.0,,,
cuckoo,sequential,balanced,0.8,2,0.01,0.000222,0.261753,110.0,,,
quotient,sequential,balanced,0.8,2,0.01,,,,1.247658,2.401797,12.0
quotient,sequential,balanced,0.8,2,0.01,,,,1.247652,2.401797,12.0
quotient,sequential,balanced,0.8,2,0.01,,,,1.247705,2.401797,12.0
bloom,sequential,balanced,0.8,4,0.01,,,,,,
bloom,sequential,balanced,0.8,4,0.01,,,,,,
bloom,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
xor,sequential,balanced,0.8,4,0.01,,,,,,
cuckoo,sequential,balanced,0.8,4,0.01,0.0,0.286173,1447.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,0.0,0.284567,1335.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,0.0,0.282208,1529.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,5.5e-05,0.278346,1206.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,5.1e-05,0.27766,1193.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,5.1e-05,0.278064,1233.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,0.000273,0.283984,80.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,0.000271,0.282215,80.0,,,
cuckoo,sequential,balanced,0.8,4,0.01,0.00027,0.280714,90.0,,,
quotient,sequential,balanced,0.8,4,0.01,,,,1.247137,2.401797,12.0
quotient,sequential,balanced,0.8,4,0.01,,,,1.247248,2.401797,12.0
quotient,sequential,balanced,0.8,4,0.01,,,,1.247152,2.401797,12.0
bloom,sequential,balanced,0.8,8,0.01,,,,,,
bloom,sequential,balanced,0.8,8,0.01,,,,,,
bloom,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
xor,sequential,balanced,0.8,8,0.01,,,,,,
cuckoo,sequential,balanced,0.8,8,0.01,0.0,0.292743,1494.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,0.0,0.290111,1555.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,0.0,0.294942,1490.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,5.6e-05,0.28137,1166.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,6.3e-05,0.281635,1206.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,6.7e-05,0.281111,1199.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,0.000238,0.267223,106.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,0.000244,0.268678,95.0,,,
cuckoo,sequential,balanced,0.8,8,0.01,0.000244,0.267319,94.0,,,
quotient,sequential,balanced,0.8,8,0.01,,,,1.247446,2.401797,12.0
quotient,sequential,balanced,0.8,8,0.01,,,,1.247384,2.401797,12.0
quotient,sequential,balanced,0.8,8,0.01,,,,1.247429,2.401797,12.0
bloom,sequential,balanced,0.8,12,0.01,,,,,,
bloom,sequential,balanced,0.8,12,0.01,,,,,,
bloom,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
xor,sequential,balanced,0.8,12,0.01,,,,,,
cuckoo,sequential,balanced,0.8,12,0.01,0.0,0.287241,1452.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,0.0,0.286859,1528.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,0.0,0.279876,1535.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,4.2e-05,0.278567,1157.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,4.5e-05,0.282589,1259.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,6.3e-05,0.280748,1177.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,0.000257,0.275216,116.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,0.000251,0.273043,107.0,,,
cuckoo,sequential,balanced,0.8,12,0.01,0.000252,0.272689,119.0,,,
quotient,sequential,balanced,0.8,12,0.01,,,,1.248085,2.401797,12.0
quotient,sequential,balanced,0.8,12,0.01,,,,1.248198,2.401797,12.0
quotient,sequential,balanced,0.8,12,0.01,,,,1.248213,2.401797,12.0
