filter,dist,n,target_fpr,neg_share,workload,threads,load_factor,fp_bits,ops,warmup_ops,rep,run,achieved_fpr,bpe,ops_per_s,p50,p95,p99,p50_ns,p95_ns,p99_ns,fail_rate,avg_kicks,stash_hits,avg_probe,cluster_mean,cluster_p99
cuckoo,sequential,1000000,0.01,0.9,read_only,1,0.95,16,1500000,150000,2,2,5.5e-05,33.5544,16245220.0,40ns,49ns,272ns,40.0,49.0,272.0,0.0,0.0,0.0,,,
quotient,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,0,0,0.001903,52.4288,15037490.0,36ns,142ns,297ns,36.0,142.0,297.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,1,1,0.001903,52.4288,14012550.0,36ns,193ns,322ns,36.0,193.0,322.0,,,,0.0,0.0,0.0
quotient,sequential,1000000,0.01,0.9,read_only,1,0.95,12,1500000,150000,2,2,0.001903,52.4288,15209850.0,36ns,156ns,303ns,36.0,156.0,303.0,,,,0.0,0.0,0.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,0,0,0.000504,57.2561,8983546.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.136178,870.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,1,1,0.000504,57.2561,8028871.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.136178,870.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,2,2,0.000504,57.2561,7481002.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.136178,870.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,0,0,0.000932,99.6735,7166208.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.124151,1.476732,5.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,1,1,0.000932,99.6735,7724214.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.124151,1.476732,5.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,2,2,0.000932,99.6735,7595162.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.124151,1.476732,5.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,0,0,0.000504,57.2561,8389383.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.136178,870.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,1,1,0.000504,57.2561,8708748.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.136178,870.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,2,2,0.000504,57.2561,8729202.0,0ns,0ns,0ns,0.0,0.0,0.0,0.0,0.136178,870.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,0,0,0.000932,99.6735,7746179.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.124151,1.476732,5.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,1,1,0.000932,99.6735,6484105.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.124151,1.476732,5.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,2,2,0.000932,99.6735,7705326.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.124151,1.476732,5.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,0,0,0.000977,28.6306,9237933.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,1,1,0.000977,28.6306,9586404.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,2,2,0.000977,28.6306,9659043.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,0,0,0.001834,49.6563,7353806.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,1,1,0.001834,49.6563,7435543.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,2,2,0.001834,49.6563,7592987.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,0,0,0.000977,28.6306,9313747.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,1,1,0.000977,28.6306,8819596.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,2,2,0.000977,28.6306,9263620.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,0,0,0.001834,49.6563,7394942.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,1,1,0.001834,49.6563,7263546.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,2,2,0.001834,49.6563,7189263.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,0,0,0.000977,28.6306,9658225.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,1,1,0.000977,28.6306,9336824.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,2,2,0.000977,28.6306,9537390.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,0,0,0.001834,49.6563,7372923.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,1,1,0.001834,49.6563,7505215.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,2,2,0.001834,49.6563,7278723.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,0,0,0.000977,28.6306,9470606.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,1,1,0.000977,28.6306,9340046.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,2,2,0.000977,28.6306,9693375.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,0,0,0.001834,49.6563,7499196.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,1,1,0.001834,49.6563,7613838.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,2,2,0.001834,49.6563,7358697.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,0,0,0.000977,28.6306,9446393.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,1,1,0.000977,28.6306,9452035.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,2,2,0.000977,28.6306,9706919.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,0,0,0.001834,49.6563,7462206.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,1,1,0.001834,49.6563,7416373.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,2,2,0.001834,49.6563,7631272.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,0,0,0.000977,28.6306,10094970.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,1,1,0.000977,28.6306,10183320.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,2,2,0.000977,28.6306,9410447.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,0,0,0.001834,49.6563,7584586.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,1,1,0.001834,49.6563,7314831.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,2,2,0.001834,49.6563,7389047.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.000977,28.6306,9555120.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.000977,28.6306,9731708.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.000977,28.6306,9042880.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.001834,49.6563,7483111.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.001834,49.6563,7408538.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.001834,49.6563,7370946.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,0,0,0.000977,28.6306,9207952.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,1,1,0.000977,28.6306,9506957.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,2,2,0.000977,28.6306,9763907.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,0,0,0.001834,49.6563,7133543.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,1,1,0.001834,49.6563,7345721.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,2,2,0.001834,49.6563,7552492.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,0,0,0.000977,28.6306,9175087.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,1,1,0.000977,28.6306,9803248.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,2,2,0.000977,28.6306,10128470.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,0,0,0.001834,49.6563,7599614.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,1,1,0.001834,49.6563,7338888.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.9,12,1500000,150000,2,2,0.001834,49.6563,7418606.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,0,0,0.000977,28.6306,9883144.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,1,1,0.000977,28.6306,9750160.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
cuckoo,uniform,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,2,2,0.000977,28.6306,9619452.0,0ns,0ns,0ns,0.0,0.0,0.0,1.6e-05,0.248741,1009.0,,,
quotient,uniform,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,0,0,0.001834,49.6563,7375707.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,1,1,0.001834,49.6563,7600644.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
quotient,uniform,1000000,0.01,0.5,balanced,1,0.95,12,1500000,150000,2,2,0.001834,49.6563,7267832.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.249501,2.407121,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,0,0,0.000437,57.2567,8463518.0,0ns,0ns,0ns,0.0,0.0,0.0,1.8e-05,0.13983,964.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,1,1,0.000437,57.2567,8367096.0,0ns,0ns,0ns,0.0,0.0,0.0,1.8e-05,0.13983,964.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,2,2,0.000437,57.2567,8525303.0,0ns,0ns,0ns,0.0,0.0,0.0,1.8e-05,0.13983,964.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,0,0,0.000976,99.6818,7641577.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.122395,1.476893,5.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,1,1,0.000976,99.6818,7789595.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.122395,1.476893,5.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.4,12,1500000,150000,2,2,0.000976,99.6818,7473219.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.122395,1.476893,5.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,0,0,0.000437,57.2567,7956462.0,0ns,0ns,0ns,0.0,0.0,0.0,1.8e-05,0.13983,964.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,1,1,0.000437,57.2567,8170953.0,0ns,0ns,0ns,0.0,0.0,0.0,1.8e-05,0.13983,964.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,2,2,0.000437,57.2567,8693211.0,0ns,0ns,0ns,0.0,0.0,0.0,1.8e-05,0.13983,964.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,0,0,0.000976,99.6818,7668197.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.122395,1.476893,5.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,1,1,0.000976,99.6818,7772224.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.122395,1.476893,5.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.45,12,1500000,150000,2,2,0.000976,99.6818,7679909.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.122395,1.476893,5.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,0,0,0.00091,28.6308,9695644.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,1,1,0.00091,28.6308,9040187.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,2,2,0.00091,28.6308,9759031.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,0,0,0.001903,49.6629,7447250.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,1,1,0.001903,49.6629,7517850.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.5,12,1500000,150000,2,2,0.001903,49.6629,7457580.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,0,0,0.00091,28.6308,10360890.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,1,1,0.00091,28.6308,9484371.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,2,2,0.00091,28.6308,9800319.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,0,0,0.001903,49.6629,7611979.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,1,1,0.001903,49.6629,7599698.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.55,12,1500000,150000,2,2,0.001903,49.6629,7419080.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,0,0,0.00091,28.6308,9905521.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,1,1,0.00091,28.6308,10089720.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,2,2,0.00091,28.6308,10105410.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,0,0,0.001903,49.6629,7357468.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,1,1,0.001903,49.6629,7692586.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.6,12,1500000,150000,2,2,0.001903,49.6629,7467092.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,0,0,0.00091,28.6308,9239596.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,1,1,0.00091,28.6308,9519761.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,2,2,0.00091,28.6308,9296540.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,0,0,0.001903,49.6629,7567467.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,1,1,0.001903,49.6629,7250600.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.65,12,1500000,150000,2,2,0.001903,49.6629,7694189.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,0,0,0.00091,28.6308,9481070.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,1,1,0.00091,28.6308,10042230.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,2,2,0.00091,28.6308,10015890.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,0,0,0.001903,49.6629,7691528.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,1,1,0.001903,49.6629,7334737.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.7,12,1500000,150000,2,2,0.001903,49.6629,7350124.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,0,0,0.00091,28.6308,9019599.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,1,1,0.00091,28.6308,9809657.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,2,2,0.00091,28.6308,9449417.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,0,0,0.001903,49.6629,7594446.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,1,1,0.001903,49.6629,7548180.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.75,12,1500000,150000,2,2,0.001903,49.6629,6983948.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.00091,28.6308,9176893.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.00091,28.6308,9373902.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.00091,28.6308,9579003.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,0,0,0.001903,49.6629,7436681.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,1,1,0.001903,49.6629,7706545.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.8,12,1500000,150000,2,2,0.001903,49.6629,7656710.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,0,0,0.00091,28.6308,10063530.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,1,1,0.00091,28.6308,9401023.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
cuckoo,sequential,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,2,2,0.00091,28.6308,10186120.0,0ns,0ns,0ns,0.0,0.0,0.0,2.8e-05,0.250146,1050.0,,,
quotient,sequential,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,0,0,0.001903,49.6629,7508974.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
quotient,sequential,1000000,0.01,0.5,balanced,1,0.85,12,1500000,150000,1,1,0.001903,49.6629,7466524.0,0ns,0ns,0ns,0.0,0.0,0.0,,,,1.24758,2.401797,12.0
